API,excipient,label,prop
Piroxicam,Glycerol,0,1
Piroxicam,Glycyrrhizic_acid,0,1
Piroxicam,L_Ascorbic_acid,1,0.065523359
Piroxicam,L_Leucine,1,0.126670609
Piroxicam,Lamivudine,1,0.517208752
Piroxicam,Meglumine,1,0.240094619
Piroxicam,Metformin hydrochloride,0,1
Piroxicam,Naproxen_sodium,0,1
Piroxicam,Nicotinic_acid,1,0.085807215
Piroxicam,Potassium_sorbate,1,0.329154347
Piroxicam,Procyanidin,1,0.477823773
Piroxicam,SAFFLOWER YELLOW,0,1
Piroxicam,Salidroside,1,0.266055588
Piroxicam,Sorbitol,1,0.496215257
Piroxicam,Sucrose,0,1
Piroxicam,Tannic_acid,1,0.242933176
Piroxicam,Tartrazine,0,1
Piroxicam,Taurine,0,1
Piroxicam,Triethyl_citrate,0,1
Piroxicam,Vanillin,1,0.346126552
Piroxicam,Xylitol,0,1
Podophyllotoxin,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,1,0.5639
Podophyllotoxin,Alizarin_Red_S,1,0.6761
Podophyllotoxin,Allura Red AC,0,0.7758
Podophyllotoxin,Ampicillin,1,0.6039
Podophyllotoxin,Betaine,1,0.1929
Podophyllotoxin,BETANIN,1,0.1664
Podophyllotoxin,Brilliant_blue_G,1,0.1582
Podophyllotoxin,Caffeic acid,1,0.3958
Podophyllotoxin,Capecitabine,1,0.5914
Podophyllotoxin,Carmin,1,0.6637
Podophyllotoxin,Chlorogenic acid,1,0.7128
Podophyllotoxin,Citric_acid,0,1
Podophyllotoxin,Congo_red,1,0.6186
Podophyllotoxin,D_glucose,1,0.2299
Podophyllotoxin,D(-)-Tartaric acid,0,0.925
Podophyllotoxin,Dopamine hydrochloride,1,0.6582
Podophyllotoxin,EGCG,1,0.1663
Podophyllotoxin,Evans_Blue,1,0.5014
Podophyllotoxin,Gallic_acid,1,0.419
Podophyllotoxin,Glutathione,0,0.869
Podophyllotoxin,Glycerol,1,0.502
Podophyllotoxin,Glycyrrhizic_acid,0,1
Podophyllotoxin,L_Ascorbic_acid,1,0.3146
Podophyllotoxin,L_Leucine,1,0.3208
Podophyllotoxin,Lamivudine,0,1
Podophyllotoxin,Meglumine,0,1
Podophyllotoxin,Metformin hydrochloride,1,0.6245
Podophyllotoxin,Methylene_Blue_trihydrate,0,1
Podophyllotoxin,Naproxen_sodium,1,0.668
Podophyllotoxin,Nicotinic_acid,1,0.6707
Podophyllotoxin,Potassium_sorbate,1,0.4362
Podophyllotoxin,Procyanidin,0,0.994
Podophyllotoxin,SAFFLOWER YELLOW,0,0.8179
Podophyllotoxin,Salidroside,0,1
Podophyllotoxin,Sorbitol,1,0.5642
Podophyllotoxin,Sucrose,0,1
Podophyllotoxin,Tannic_acid,1,0.4455
Podophyllotoxin,Tartrazine,0,0.7931
Podophyllotoxin,Taurine,1,0.243
Podophyllotoxin,Triethyl_citrate,0,0.9116
Podophyllotoxin,Vanillin,1,0.4418
Podophyllotoxin,Xylitol,0,1
Puerarin,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,0.9327
Puerarin,Alizarin_Red_S,1,0.7056
Puerarin,Allura Red AC,1,0.5744
Puerarin,Ampicillin,1,0.3591
Puerarin,Betaine,1,0.3714
Puerarin,BETANIN,1,0.2831
Puerarin,Brilliant_blue_G,1,0.4531
Puerarin,Caffeic acid,1,0.4143
Puerarin,Capecitabine,0,1
Puerarin,Carmin,1,0.7096
Puerarin,Chlorogenic acid,0,0.8175
Puerarin,Citric_acid,1,0.5296
Puerarin,Congo_red,1,0.4576
Puerarin,D_glucose,1,0.3859
Puerarin,D(-)-Tartaric acid,0,0.8607
Puerarin,Dopamine hydrochloride,1,0.4701
Puerarin,EGCG,1,0.1292
Puerarin,Gallic_acid,1,0.2762
Puerarin,Glutathione,0,1
Puerarin,Glycerol,1,0.5358
Puerarin,Glycyrrhizic_acid,0,1
Puerarin,L_Ascorbic_acid,1,0.2544
Puerarin,L_Leucine,1,0.4353
Puerarin,Lamivudine,0,0.9393
Puerarin,Meglumine,0,1
Puerarin,Metformin hydrochloride,0,0.8902
Puerarin,Methylene_Blue_trihydrate,0,1
Puerarin,Naproxen_sodium,0,1
Puerarin,Nicotinic_acid,1,0.1844
Puerarin,Potassium_sorbate,1,0.4868
Puerarin,Procyanidin,0,1
Puerarin,SAFFLOWER YELLOW,1,0.6314
Puerarin,Salidroside,0,1
Puerarin,Sorbitol,1,0.4519
Puerarin,Sucrose,1,0.4358
Puerarin,Tannic_acid,1,0.2767
Puerarin,Tartrazine,1,0.5444
Puerarin,Taurine,1,0.4458
Puerarin,Triethyl_citrate,0,0.9276
Puerarin,Vanillin,1,0.2828
Puerarin,Xylitol,0,0.8478
Pyrimethamine,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Pyrimethamine,Alizarin_Red_S,0,1
Pyrimethamine,Allura Red AC,0,1
Pyrimethamine,Ampicillin,0,1
Pyrimethamine,Betaine,0,1
Pyrimethamine,BETANIN,0,1
Pyrimethamine,Brilliant_blue_G,1,0.136922903
Pyrimethamine,Caffeic acid,0,1
Pyrimethamine,Capecitabine,0,1
Pyrimethamine,Carmin,0,1
Pyrimethamine,Chlorogenic acid,1,0.692516085
Pyrimethamine,Citric_acid,0,1
Pyrimethamine,Congo_red,0,1
Pyrimethamine,D_glucose,0,1
Pyrimethamine,D(-)-Tartaric acid,0,1
Pyrimethamine,Dopamine hydrochloride,0,1
Pyrimethamine,EGCG,0,1
Pyrimethamine,Evans_Blue,0,1
Pyrimethamine,Gallic_acid,1,0.291455017
Pyrimethamine,Glutathione,1,0.611355683
Pyrimethamine,Glycerol,0,1
Pyrimethamine,Glycyrrhizic_acid,0,1
Pyrimethamine,L_Ascorbic_acid,1,0.342928096
Pyrimethamine,L_Leucine,0,1
Pyrimethamine,Lamivudine,0,1
Pyrimethamine,Meglumine,0,1
Pyrimethamine,Metformin hydrochloride,0,1
Pyrimethamine,Methylene_Blue_trihydrate,0,1
Pyrimethamine,Naproxen_sodium,0,1
Pyrimethamine,Nicotinic_acid,1,0.373969974
Pyrimethamine,Potassium_sorbate,0,1
Pyrimethamine,Procyanidin,0,1
Pyrimethamine,SAFFLOWER YELLOW,0,1
Pyrimethamine,Salidroside,0,1
Pyrimethamine,Sorbitol,1,0.672649283
Pyrimethamine,Sucrose,0,1
Pyrimethamine,Tannic_acid,0,1
Pyrimethamine,Tartrazine,0,1
Pyrimethamine,Taurine,0,1
Pyrimethamine,Triethyl_citrate,0,1
Pyrimethamine,Vanillin,0,0.863415735
Pyrimethamine,Xylitol,0,1
Quercetin,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Quercetin,Alizarin_Red_S,0,1
Quercetin,Allura Red AC,0,1
Quercetin,Ampicillin,0,1
Quercetin,Betaine,0,1
Quercetin,BETANIN,0,1
Quercetin,Brilliant_blue_G,1,0.10662
Quercetin,Caffeic acid,0,1
Quercetin,Capecitabine,0,1
Quercetin,Carmin,0,1
Quercetin,Chlorogenic acid,0,1
Quercetin,Citric_acid,0,1
Quercetin,Congo_red,0,1
Quercetin,D_glucose,0,1
Quercetin,D(-)-Tartaric acid,0,1
Quercetin,Dopamine hydrochloride,0,1
Quercetin,EGCG,0,1
Quercetin,Evans_Blue,0,1
Quercetin,Gallic_acid,0,1
Quercetin,Glutathione,0,1
Quercetin,Glycerol,0,1
Quercetin,Glycyrrhizic_acid,0,1
Quercetin,L_Ascorbic_acid,0,1
Quercetin,L_Leucine,0,1
Quercetin,Lamivudine,0,1
Quercetin,Meglumine,0,1
Quercetin,Metformin hydrochloride,0,1
Quercetin,Methylene_Blue_trihydrate,0,1
Quercetin,Naproxen_sodium,0,1
Quercetin,Nicotinic_acid,0,1
Quercetin,Potassium_sorbate,0,1
Quercetin,Procyanidin,0,1
Quercetin,SAFFLOWER YELLOW,0,1
Quercetin,Salidroside,0,1
Quercetin,Sorbitol,0,1
Quercetin,Sucrose,0,1
Quercetin,Tannic_acid,0,1
Quercetin,Tartrazine,0,1
Quercetin,Taurine,0,1
Quercetin,Triethyl_citrate,0,1
Quercetin,Vanillin,0,1
Quercetin,Xylitol,0,1
Rapamycin,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Rapamycin,Alizarin_Red_S,0,1
Rapamycin,Allura Red AC,0,1
Rapamycin,Ampicillin,0,1
Rapamycin,Betaine,0,0.932922128
Rapamycin,BETANIN,0,0.99383192
Rapamycin,Brilliant_blue_G,0,1
Rapamycin,Caffeic acid,0,1
Rapamycin,Capecitabine,0,1
Rapamycin,Carmin,0,1
Rapamycin,Chlorogenic acid,0,1
Rapamycin,Citric_acid,0,1
Rapamycin,Congo_red,0,1
Rapamycin,D_glucose,0,0.961449499
Rapamycin,D(-)-Tartaric acid,0,1
Rapamycin,Dopamine hydrochloride,0,1
Rapamycin,EGCG,0,1
Rapamycin,Evans_Blue,0,1
Rapamycin,Gallic_acid,0,1
Rapamycin,Glutathione,0,1
Rapamycin,Glycerol,0,1
Rapamycin,Glycyrrhizic_acid,0,0.872012336
Rapamycin,L_Ascorbic_acid,0,1
Rapamycin,L_Leucine,0,1
Rapamycin,Lamivudine,0,1
Rapamycin,Meglumine,0,1
Rapamycin,Metformin hydrochloride,0,1
Rapamycin,Methylene_Blue_trihydrate,0,1
Rapamycin,Naproxen_sodium,0,1
Rapamycin,Nicotinic_acid,0,0.949884348
Rapamycin,Potassium_sorbate,0,1
Rapamycin,Procyanidin,0,0.98380879
Rapamycin,SAFFLOWER YELLOW,0,1
Rapamycin,Salidroside,0,0.959136469
Rapamycin,Sorbitol,0,1
Rapamycin,Sucrose,0,1
Rapamycin,Tannic_acid,0,1
Rapamycin,Tartrazine,0,1
Rapamycin,Taurine,0,1
Rapamycin,Triethyl_citrate,0,1
Rapamycin,Vanillin,0,1
Rapamycin,Xylitol,0,1
Resveratrol,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Resveratrol,Alizarin_Red_S,0,1
Resveratrol,Allura Red AC,0,1
Resveratrol,Ampicillin,0,1
Resveratrol,Betaine,0,1
Resveratrol,BETANIN,0,1
Resveratrol,Brilliant_blue_G,1,0.109819193
Resveratrol,Caffeic acid,0,1
Resveratrol,Capecitabine,0,1
Resveratrol,Carmin,0,1
Resveratrol,Chlorogenic acid,0,1
Resveratrol,Citric_acid,0,1
Resveratrol,Congo_red,0,1
Resveratrol,D_glucose,0,1
Resveratrol,D(-)-Tartaric acid,0,1
Resveratrol,Dopamine hydrochloride,0,1
Resveratrol,EGCG,0,1
Resveratrol,Evans_Blue,1,0.024787204
Resveratrol,Gallic_acid,0,1
Resveratrol,Glutathione,0,1
Resveratrol,Glycerol,0,1
Resveratrol,Glycyrrhizic_acid,0,1
Resveratrol,L_Ascorbic_acid,0,1
Resveratrol,L_Leucine,0,1
Resveratrol,Lamivudine,0,1
Resveratrol,Meglumine,0,1
Resveratrol,Metformin hydrochloride,0,1
Resveratrol,Naproxen_sodium,0,1
Resveratrol,Nicotinic_acid,0,1
Resveratrol,Potassium_sorbate,0,1
Resveratrol,Procyanidin,0,1
Resveratrol,SAFFLOWER YELLOW,1,0.070236439
Resveratrol,Salidroside,0,1
Resveratrol,Sorbitol,0,1
Resveratrol,Sucrose,0,1
Resveratrol,Tannic_acid,1,0.269151599
Resveratrol,Tartrazine,0,1
Resveratrol,Taurine,0,1
Resveratrol,Triethyl_citrate,0,1
Resveratrol,Vanillin,0,1
Resveratrol,Xylitol,0,1
Ginsenoside_Rg3,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Ginsenoside_Rg3,Alizarin_Red_S,0,1
Ginsenoside_Rg3,Allura Red AC,0,1
Ginsenoside_Rg3,Ampicillin,0,1
Ginsenoside_Rg3,Betaine,0,1
Ginsenoside_Rg3,BETANIN,0,1
Ginsenoside_Rg3,Brilliant_blue_G,1,0.119450576
Ginsenoside_Rg3,Caffeic acid,0,1
Ginsenoside_Rg3,Capecitabine,0,1
Ginsenoside_Rg3,Carmin,0,1
Ginsenoside_Rg3,Chlorogenic acid,0,1
Ginsenoside_Rg3,Citric_acid,0,1
Ginsenoside_Rg3,Congo_red,0,1
Ginsenoside_Rg3,D_glucose,0,1
Ginsenoside_Rg3,D(-)-Tartaric acid,0,1
Ginsenoside_Rg3,Dopamine hydrochloride,0,1
Ginsenoside_Rg3,EGCG,1,0.037110621
Ginsenoside_Rg3,Gallic_acid,0,1
Ginsenoside_Rg3,Glutathione,0,1
Ginsenoside_Rg3,Glycerol,0,1
Ginsenoside_Rg3,Glycyrrhizic_acid,0,1
Ginsenoside_Rg3,L_Ascorbic_acid,0,1
Ginsenoside_Rg3,L_Leucine,0,1
Ginsenoside_Rg3,Lamivudine,0,1
Ginsenoside_Rg3,Meglumine,0,1
Ginsenoside_Rg3,Metformin hydrochloride,0,1
Ginsenoside_Rg3,Methylene_Blue_trihydrate,0,1
Ginsenoside_Rg3,Naproxen_sodium,0,1
Ginsenoside_Rg3,Nicotinic_acid,0,1
Ginsenoside_Rg3,Potassium_sorbate,0,1
Ginsenoside_Rg3,Procyanidin,0,1
Ginsenoside_Rg3,SAFFLOWER YELLOW,0,1
Ginsenoside_Rg3,Salidroside,0,1
Ginsenoside_Rg3,Sorbitol,0,1
Ginsenoside_Rg3,Sucrose,0,1
Ginsenoside_Rg3,Tannic_acid,1,0.043855776
Ginsenoside_Rg3,Tartrazine,0,1
Ginsenoside_Rg3,Taurine,0,1
Ginsenoside_Rg3,Triethyl_citrate,0,1
Ginsenoside_Rg3,Vanillin,0,1
Ginsenoside_Rg3,Xylitol,0,1
Rutin,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Rutin,Alizarin_Red_S,0,1
Rutin,Allura Red AC,0,1
Rutin,Ampicillin,0,1
Rutin,Betaine,0,1
Rutin,BETANIN,0,1
Rutin,Brilliant_blue_G,0,1
Rutin,Caffeic acid,0,1
Rutin,Capecitabine,0,1
Rutin,Carmin,0,1
Rutin,Chlorogenic acid,0,1
Rutin,Citric_acid,0,1
Rutin,Congo_red,0,1
Rutin,D_glucose,0,1
Rutin,D(-)-Tartaric acid,0,1
Rutin,Dopamine hydrochloride,0,1
Rutin,EGCG,0,1
Rutin,Evans_Blue,0,1
Rutin,Gallic_acid,0,0.781944444
Rutin,Glutathione,0,1
Rutin,Glycerol,0,1
Rutin,Glycyrrhizic_acid,0,1
Rutin,L_Ascorbic_acid,1,0.730208333
Rutin,L_Leucine,0,1
Rutin,Lamivudine,0,1
Rutin,Meglumine,0,1
Rutin,Metformin hydrochloride,0,1
Rutin,Methylene_Blue_trihydrate,0,1
Rutin,Naproxen_sodium,0,1
Rutin,Nicotinic_acid,0,0.880208333
Rutin,Potassium_sorbate,0,1
Rutin,Procyanidin,0,1
Rutin,SAFFLOWER YELLOW,0,1
Rutin,Salidroside,0,1
Rutin,Sorbitol,0,1
Rutin,Sucrose,0,1
Rutin,Tannic_acid,1,0.579166667
Rutin,Tartrazine,0,1
Rutin,Taurine,0,1
Rutin,Triethyl_citrate,0,1
Rutin,Vanillin,0,1
Rutin,Xylitol,0,1
Retinoic_acid,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,0.863055386
Retinoic_acid,Alizarin_Red_S,0,1
Retinoic_acid,Allura Red AC,0,1
Retinoic_acid,Ampicillin,0,0.93974437
Retinoic_acid,Betaine,0,0.923311016
Retinoic_acid,BETANIN,0,1
Retinoic_acid,Brilliant_blue_G,0,0.760803408
Retinoic_acid,Caffeic acid,1,0.720632988
Retinoic_acid,Capecitabine,0,1
Retinoic_acid,Carmin,0,1
Retinoic_acid,Chlorogenic acid,0,1
Retinoic_acid,Citric_acid,0,1
Retinoic_acid,Congo_red,0,1
Retinoic_acid,D_glucose,0,1
Retinoic_acid,D(-)-Tartaric acid,0,1
Retinoic_acid,Dopamine hydrochloride,0,1
Retinoic_acid,EGCG,0,1
Retinoic_acid,Evans_Blue,0,1
Retinoic_acid,Gallic_acid,0,1
Retinoic_acid,Glutathione,0,1
Retinoic_acid,Glycerol,0,0.775410834
Retinoic_acid,Glycyrrhizic_acid,0,0.905660377
Retinoic_acid,L_Ascorbic_acid,0,1
Retinoic_acid,L_Leucine,0,1
Retinoic_acid,Lamivudine,0,0.839926963
Retinoic_acid,Meglumine,0,1
Retinoic_acid,Metformin hydrochloride,0,1
Retinoic_acid,Methylene_Blue_trihydrate,0,1
Retinoic_acid,Naproxen_sodium,0,1
Retinoic_acid,Nicotinic_acid,0,1
Retinoic_acid,Potassium_sorbate,0,0.939135727
Retinoic_acid,Procyanidin,0,1
Retinoic_acid,SAFFLOWER YELLOW,0,0.934266586
Retinoic_acid,Salidroside,0,1
Retinoic_acid,Sorbitol,0,1
Retinoic_acid,Sucrose,0,1
Retinoic_acid,Tannic_acid,0,1
Retinoic_acid,Tartrazine,0,1
Retinoic_acid,Taurine,0,1
Retinoic_acid,Triethyl_citrate,0,0.882531954
Retinoic_acid,Vanillin,0,0.808886184
Retinoic_acid,Xylitol,0,1
Rotenone,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,1,0.146299722
Rotenone,Alizarin_Red_S,1,0.107770583
Rotenone,Allura Red AC,0,1
Rotenone,Ampicillin,0,1
Rotenone,Betaine,0,1
Rotenone,BETANIN,0,1
Rotenone,Brilliant_blue_G,1,0.072987974
Rotenone,Caffeic acid,0,1
Rotenone,Capecitabine,0,1
Rotenone,Carmin,0,1
Rotenone,Chlorogenic acid,0,1
Rotenone,Citric_acid,0,1
Rotenone,Congo_red,1,0.077983349
Rotenone,D_glucose,0,1
Rotenone,D(-)-Tartaric acid,0,1
Rotenone,Dopamine hydrochloride,0,1
Rotenone,EGCG,0,1
Rotenone,Evans_Blue,1,0.123681776
Rotenone,Gallic_acid,0,1
Rotenone,Glutathione,0,1
Rotenone,Glycerol,1,0.160823312
Rotenone,Glycyrrhizic_acid,1,0.066790009
Rotenone,L_Ascorbic_acid,0,1
Rotenone,L_Leucine,0,1
Rotenone,Lamivudine,1,0.140980574
Rotenone,Meglumine,1,0.12826087
Rotenone,Metformin hydrochloride,0,1
Rotenone,Methylene_Blue_trihydrate,0,1
Rotenone,Naproxen_sodium,1,0.158788159
Rotenone,Nicotinic_acid,0,1
Rotenone,Potassium_sorbate,0,1
Rotenone,Procyanidin,1,0.069565217
Rotenone,SAFFLOWER YELLOW,1,0.07599445
Rotenone,Salidroside,0,1
Rotenone,Sorbitol,0,1
Rotenone,Sucrose,1,0.142691952
Rotenone,Tannic_acid,0,1
Rotenone,Tartrazine,0,1
Rotenone,Taurine,0,1
Rotenone,Triethyl_citrate,0,1
Rotenone,Vanillin,1,0.18279371
Rotenone,Xylitol,0,1
Sulfasalazine,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Sulfasalazine,Alizarin_Red_S,0,1
Sulfasalazine,Allura Red AC,0,1
Sulfasalazine,Ampicillin,0,1
Sulfasalazine,Betaine,0,1
Sulfasalazine,BETANIN,0,1
Sulfasalazine,Brilliant_blue_G,1,0.033882436
Sulfasalazine,Caffeic acid,0,1
Sulfasalazine,Capecitabine,0,1
Sulfasalazine,Carmin,0,1
Sulfasalazine,Chlorogenic acid,0,1
Sulfasalazine,Citric_acid,0,1
Sulfasalazine,Congo_red,1,0.118655403
Sulfasalazine,D_glucose,0,1
Sulfasalazine,D(-)-Tartaric acid,0,1
Sulfasalazine,Dopamine hydrochloride,0,1
Sulfasalazine,EGCG,0,1
Sulfasalazine,Gallic_acid,0,1
Sulfasalazine,Glutathione,0,1
Sulfasalazine,Glycerol,0,1
Sulfasalazine,Glycyrrhizic_acid,1,0.347060894
Sulfasalazine,L_Ascorbic_acid,0,1
Sulfasalazine,L_Leucine,0,1
Sulfasalazine,Lamivudine,0,1
Sulfasalazine,Meglumine,1,0.014533615
Sulfasalazine,Metformin hydrochloride,0,1
Sulfasalazine,Methylene_Blue_trihydrate,0,1
Sulfasalazine,Naproxen_sodium,0,1
Sulfasalazine,Nicotinic_acid,0,1
Sulfasalazine,Potassium_sorbate,0,1
Sulfasalazine,Procyanidin,0,1
Sulfasalazine,SAFFLOWER YELLOW,0,1
Sulfasalazine,Salidroside,0,1
Sulfasalazine,Sorbitol,0,1
Sulfasalazine,Sucrose,0,1
Sulfasalazine,Tannic_acid,0,1
Sulfasalazine,Tartrazine,0,1
Sulfasalazine,Taurine,0,1
Sulfasalazine,Triethyl_citrate,0,1
Sulfasalazine,Vanillin,0,1
Sulfasalazine,Xylitol,0,1
Sophoricoside,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Sophoricoside,Alizarin_Red_S,0,1
Sophoricoside,Allura Red AC,0,1
Sophoricoside,Ampicillin,0,1
Sophoricoside,Betaine,0,1
Sophoricoside,BETANIN,0,1
Sophoricoside,Brilliant_blue_G,0,1
Sophoricoside,Caffeic acid,0,1
Sophoricoside,Capecitabine,0,1
Sophoricoside,Carmin,0,1
Sophoricoside,Chlorogenic acid,0,1
Sophoricoside,Citric_acid,0,1
Sophoricoside,Congo_red,0,1
Sophoricoside,D_glucose,0,1
Sophoricoside,D(-)-Tartaric acid,0,1
Sophoricoside,Dopamine hydrochloride,0,1
Sophoricoside,EGCG,0,1
Sophoricoside,Evans_Blue,0,1
Sophoricoside,Gallic_acid,0,1
Sophoricoside,Glutathione,0,1
Sophoricoside,Glycerol,0,1
Sophoricoside,Glycyrrhizic_acid,0,1
Sophoricoside,L_Ascorbic_acid,0,1
Sophoricoside,L_Leucine,0,1
Sophoricoside,Lamivudine,0,1
Sophoricoside,Meglumine,0,1
Sophoricoside,Metformin hydrochloride,0,1
Sophoricoside,Methylene_Blue_trihydrate,1,0.010596
Sophoricoside,Naproxen_sodium,0,1
Sophoricoside,Nicotinic_acid,0,1
Sophoricoside,Potassium_sorbate,0,1
Sophoricoside,Procyanidin,0,1
Sophoricoside,SAFFLOWER YELLOW,0,1
Sophoricoside,Salidroside,0,1
Sophoricoside,Sorbitol,0,1
Sophoricoside,Sucrose,0,1
Sophoricoside,Tannic_acid,0,1
Sophoricoside,Tartrazine,0,1
Sophoricoside,Taurine,0,1
Sophoricoside,Triethyl_citrate,0,1
Sophoricoside,Vanillin,0,1
Sophoricoside,Xylitol,0,1
Sorafenib,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Sorafenib,Alizarin_Red_S,1,0.054251366
Sorafenib,Allura Red AC,1,0.126994536
Sorafenib,Ampicillin,0,1
Sorafenib,Betaine,0,1
Sorafenib,BETANIN,1,0.082459016
Sorafenib,Brilliant_blue_G,1,0.071748634
Sorafenib,Caffeic acid,0,1
Sorafenib,Capecitabine,0,1
Sorafenib,Carmin,1,0.16420765
Sorafenib,Chlorogenic acid,0,1
Sorafenib,Citric_acid,1,0.223825137
Sorafenib,Congo_red,1,0.049759563
Sorafenib,D_glucose,0,1
Sorafenib,D(-)-Tartaric acid,1,0.281693989
Sorafenib,Dopamine hydrochloride,0,1
Sorafenib,EGCG,0,1
Sorafenib,Evans_Blue,1,0.086721311
Sorafenib,Gallic_acid,0,1
Sorafenib,Glutathione,0,1
Sorafenib,Glycerol,0,1
Sorafenib,Glycyrrhizic_acid,1,0.058907104
Sorafenib,L_Ascorbic_acid,0,1
Sorafenib,L_Leucine,1,0.189398907
Sorafenib,Lamivudine,1,0.215519126
Sorafenib,Meglumine,1,0.106502732
Sorafenib,Metformin hydrochloride,0,1
Sorafenib,Methylene_Blue_trihydrate,1,0.155846995
Sorafenib,Naproxen_sodium,1,0.196065574
Sorafenib,Nicotinic_acid,0,1
Sorafenib,Potassium_sorbate,1,0.191639344
Sorafenib,Procyanidin,1,0.056885246
Sorafenib,SAFFLOWER YELLOW,1,0.061967213
Sorafenib,Salidroside,1,0.107704918
Sorafenib,Sorbitol,0,1
Sorafenib,Sucrose,0,1
Sorafenib,Tannic_acid,0,1
Sorafenib,Tartrazine,1,0.18136612
Sorafenib,Taurine,0,1
Sorafenib,Triethyl_citrate,0,1
Sorafenib,Vanillin,0,1
Sorafenib,Xylitol,0,1
Silibinin,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Silibinin,Alizarin_Red_S,0,1
Silibinin,Allura Red AC,0,1
Silibinin,Ampicillin,0,1
Silibinin,Betaine,1,0.487795276
Silibinin,BETANIN,1,0.521259843
Silibinin,Brilliant_blue_G,1,0.355275591
Silibinin,Caffeic acid,0,1
Silibinin,Capecitabine,1,0.650787402
Silibinin,Carmin,0,1
Silibinin,Chlorogenic acid,0,1
Silibinin,Citric_acid,0,1
Silibinin,Congo_red,1,0.616929134
Silibinin,D_glucose,1,0.577559055
Silibinin,D(-)-Tartaric acid,0,1
Silibinin,Dopamine hydrochloride,0,1
Silibinin,EGCG,1,0.457086614
Silibinin,Evans_Blue,0,1
Silibinin,Gallic_acid,0,1
Silibinin,Glutathione,0,1
Silibinin,Glycerol,1,0.684251969
Silibinin,Glycyrrhizic_acid,0,1
Silibinin,L_Ascorbic_acid,0,1
Silibinin,L_Leucine,1,0.543307087
Silibinin,Lamivudine,0,1
Silibinin,Meglumine,0,1
Silibinin,Metformin hydrochloride,0,1
Silibinin,Methylene_Blue_trihydrate,0,0.753543307
Silibinin,Naproxen_sodium,1,0.395275591
Silibinin,Nicotinic_acid,0,1
Silibinin,Potassium_sorbate,0,1
Silibinin,Procyanidin,1,0.551968504
Silibinin,SAFFLOWER YELLOW,1,0.499212598
Silibinin,Salidroside,0,0.969685039
Silibinin,Sorbitol,0,1
Silibinin,Sucrose,0,1
Silibinin,Tannic_acid,0,1
Silibinin,Tartrazine,0,0.817716535
Silibinin,Taurine,0,1
Silibinin,Triethyl_citrate,0,1
Silibinin,Vanillin,0,0.790551181
Silibinin,Xylitol,0,0.796456693
Tamoxifen,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Tamoxifen,Alizarin_Red_S,1,0.742592883
Tamoxifen,Allura Red AC,0,0.997648534
Tamoxifen,Ampicillin,0,1
Tamoxifen,Betaine,1,0.67596802
Tamoxifen,BETANIN,0,0.788838376
Tamoxifen,Brilliant_blue_G,1,0.233265402
Tamoxifen,Caffeic acid,1,0.477034018
Tamoxifen,Capecitabine,1,0.608089042
Tamoxifen,Carmin,1,0.644301615
Tamoxifen,Chlorogenic acid,1,0.236557454
Tamoxifen,Citric_acid,0,1
Tamoxifen,Congo_red,0,0.964571249
Tamoxifen,D_glucose,1,0.536447719
Tamoxifen,D(-)-Tartaric acid,0,1
Tamoxifen,Dopamine hydrochloride,0,1
Tamoxifen,EGCG,1,0.278413544
Tamoxifen,Evans_Blue,1,0.459789936
Tamoxifen,Gallic_acid,1,0.192663427
Tamoxifen,Glutathione,1,0.245493024
Tamoxifen,Glycerol,0,0.891675811
Tamoxifen,Glycyrrhizic_acid,0,1
Tamoxifen,L_Ascorbic_acid,1,0.195798715
Tamoxifen,L_Leucine,0,0.827559179
Tamoxifen,Lamivudine,0,1
Tamoxifen,Meglumine,1,0.623922245
Tamoxifen,Metformin hydrochloride,0,1
Tamoxifen,Methylene_Blue_trihydrate,0,1
Tamoxifen,Naproxen_sodium,0,1
Tamoxifen,Nicotinic_acid,1,0.223232482
Tamoxifen,Potassium_sorbate,0,1
Tamoxifen,Procyanidin,0,1
Tamoxifen,SAFFLOWER YELLOW,0,1
Tamoxifen,Salidroside,1,0.647750431
Tamoxifen,Sorbitol,0,1
Tamoxifen,Sucrose,0,1
Tamoxifen,Tannic_acid,1,0.35334692
Tamoxifen,Tartrazine,0,0.881486126
Tamoxifen,Taurine,0,1
Tamoxifen,Triethyl_citrate,0,0.903119611
Tamoxifen,Vanillin,0,1
Tamoxifen,Xylitol,0,0.994199718
Taxol,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Taxol,Alizarin_Red_S,0,1
